modern_precinct,sbe2006_precinct,dominant_share_blocks,sbe2006_parts,modern_block_count,block_count
WAKE - 04-17,WAKE - 04-17,86.21,2,29,25
WAKE - 04-18,WAKE - 04-18,79.07,4,43,34
WAKE - 04-19,WAKE - 04-19,87.5,2,16,14
WAKE - 04-20,WAKE - 04-20,91.67,4,60,55
WAKE - 04-21,WAKE - 04-21,84.0,3,25,21
WAKE - 05-01,WAKE - 05-01,98.08,2,52,51
WAKE - 05-03,WAKE - 05-03,95.0,3,100,95
WAKE - 05-05,WAKE - 05-05,98.38,4,247,243
WAKE - 05-06,WAKE - 05-06,95.5,4,111,106
WAKE - 05-08,WAKE - 05-04,98.46,2,195,192
WAKE - 05-09,WAKE - 05-04,100.0,1,86,86
WAKE - 05-10,WAKE - 05-04,100.0,1,93,93
WAKE - 06-04,WAKE - 06-04,100.0,1,86,86
WAKE - 06-05,WAKE - 06-05,98.28,2,58,57
WAKE - 06-06,WAKE - 06-06,100.0,1,116,116
WAKE - 06-07,WAKE - 06-07,100.0,1,64,64
WAKE - 06-08,WAKE - 06-01,100.0,1,51,51
WAKE - 06-10,WAKE - 06-01,100.0,1,130,130
WAKE - 06-11,WAKE - 06-01,100.0,1,53,53
WAKE - 06-12,WAKE - 06-01,100.0,1,116,116
WAKE - 07-01,WAKE - 07-01,94.44,2,36,34
WAKE - 07-02,WAKE - 07-02,100.0,1,36,36
WAKE - 07-03,WAKE - 07-03,100.0,1,15,15
WAKE - 07-04,WAKE - 07-04,100.0,1,40,40
WAKE - 07-05,WAKE - 07-05,100.0,1,16,16
WAKE - 07-06,WAKE - 07-06,100.0,1,36,36
WAKE - 07-07,WAKE - 07-07,100.0,1,61,61
WAKE - 07-09,WAKE - 07-09,95.65,2,46,44
WAKE - 07-10,WAKE - 07-10,99.06,2,106,105
WAKE - 07-11,WAKE - 07-11,100.0,1,12,12
WAKE - 07-12,WAKE - 07-12,100.0,1,43,43
WAKE - 07-13,WAKE - 07-13,100.0,1,29,29
WAKE - 08-02,WAKE - 08-02,95.31,3,64,61
WAKE - 08-03,WAKE - 08-03,98.96,2,96,95
WAKE - 08-04,WAKE - 08-04,100.0,1,10,10
WAKE - 08-05,WAKE - 08-05,100.0,1,40,40
WAKE - 08-06,WAKE - 08-06,100.0,1,31,31
WAKE - 08-07,WAKE - 08-07,100.0,1,29,29
WAKE - 08-08,WAKE - 08-08,95.74,2,47,45
WAKE - 08-09,WAKE - 08-09,96.77,2,31,30
WAKE - 08-10,WAKE - 08-01,94.44,3,54,51
WAKE - 08-11,WAKE - 08-01,91.25,2,80,73
WAKE - 09-01,WAKE - 09-01,100.0,1,61,61
WAKE - 09-02,WAKE - 09-02,96.2,4,158,152
WAKE - 09-03,WAKE - 09-03,100.0,1,105,105
WAKE - 10-01,WAKE - 10-01,100.0,1,59,59
WAKE - 10-02,WAKE - 10-02,100.0,1,115,115
WAKE - 10-03,WAKE - 10-03,100.0,1,144,144
WAKE - 10-05,WAKE - 10-04,100.0,1,71,71
WAKE - 10-06,WAKE - 10-04,100.0,1,121,121
WAKE - 11-01,WAKE - 11-01,97.78,3,135,132
WAKE - 11-02,WAKE - 11-02,98.33,2,60,59
WAKE - 12-02,WAKE - 12-02,100.0,1,117,117
WAKE - 12-04,WAKE - 12-04,100.0,1,95,95
WAKE - 12-06,WAKE - 12-06,100.0,1,110,110
WAKE - 12-07,WAKE - 12-07,100.0,1,79,79
WAKE - 12-08,WAKE - 12-08,100.0,1,126,126
WAKE - 12-09,WAKE - 12-09,100.0,1,110,110
WAKE - 12-10,WAKE - 12-05,98.89,2,90,89
WAKE - 12-11,WAKE - 12-05,100.0,1,62,62
WAKE - 12-12,WAKE - 12-01,94.12,2,51,48
WAKE - 12-13,WAKE - 12-01,100.0,1,82,82
WAKE - 13-02,WAKE - 13-02,100.0,1,23,23
WAKE - 13-05,WAKE - 13-05,97.53,3,81,79
WAKE - 13-06,WAKE - 13-06,100.0,1,46,46
WAKE - 13-07,WAKE - 13-07,97.92,2,48,47
WAKE - 13-08,WAKE - 13-03,100.0,1,51,51
WAKE - 13-09,WAKE - 13-03,100.0,1,74,74
WAKE - 13-10,WAKE - 13-04,99.06,2,106,105
WAKE - 13-11,WAKE - 13-04,100.0,1,66,66
WAKE - 13-12,WAKE - 13-01,98.51,2,67,66
WAKE - 13-13,WAKE - 13-01,100.0,1,61,61
WAKE - 14-01,WAKE - 14-01,86.36,3,44,38
WAKE - 14-02,WAKE - 14-02,94.05,2,84,79
WAKE - 15-01,WAKE - 15-01,96.0,2,50,48
WAKE - 15-02,WAKE - 15-02,100.0,1,64,64
WAKE - 15-03,WAKE - 15-03,100.0,1,49,49
WAKE - 15-04,WAKE - 15-04,100.0,1,43,43
WAKE - 16-01,WAKE - 16-01,100.0,1,128,128
WAKE - 16-02,WAKE - 16-02,100.0,1,140,140
WAKE - 16-03,WAKE - 16-03,100.0,1,41,41
WAKE - 16-04,WAKE - 16-04,100.0,1,40,40
WAKE - 16-05,WAKE - 16-05,96.34,3,82,79
WAKE - 16-06,WAKE - 16-06,97.83,2,46,45
WAKE - 16-07,WAKE - 16-07,96.97,3,66,64
WAKE - 16-09,WAKE - 16-09,99.06,2,106,105
WAKE - 16-10,WAKE - 16-08,100.0,1,65,65
WAKE - 16-11,WAKE - 16-08,98.36,2,122,120
WAKE - 17-01,WAKE - 17-01,100.0,1,62,62
WAKE - 17-02,WAKE - 17-02,98.84,2,86,85
WAKE - 17-03,WAKE - 17-03,97.87,3,94,92
WAKE - 17-05,WAKE - 17-05,100.0,1,72,72
WAKE - 17-06,WAKE - 17-06,100.0,1,56,56
WAKE - 17-07,WAKE - 17-07,96.94,2,98,95
WAKE - 17-09,WAKE - 17-09,100.0,1,81,81
WAKE - 17-10,WAKE - 17-10,92.86,3,28,26
WAKE - 17-11,WAKE - 17-11,100.0,1,88,88
WAKE - 17-12,WAKE - 17-08,100.0,1,59,59
WAKE - 17-13,WAKE - 17-08,99.08,2,109,108
WAKE - 17-15,WAKE - 17-04,100.0,1,46,46
WAKE - 17-16,WAKE - 17-04,96.0,2,75,72
WAKE - 17-17,WAKE - 17-04,100.0,1,47,47
WAKE - 18-01,WAKE - 18-01,98.82,2,85,84
WAKE - 18-02,WAKE - 18-02,100.0,1,71,71
WAKE - 18-03,WAKE - 18-03,85.0,3,20,17
WAKE - 18-04,WAKE - 18-04,100.0,1,66,66
WAKE - 18-05,WAKE - 18-05,94.51,2,91,86
WAKE - 18-06,WAKE - 18-06,91.14,3,79,72
WAKE - 18-07,WAKE - 18-07,100.0,1,54,54
WAKE - 18-08,WAKE - 18-08,79.8,3,99,79
WAKE - 19-03,WAKE - 19-03,100.0,1,100,100
WAKE - 19-05,WAKE - 19-05,100.0,1,80,80
WAKE - 19-07,WAKE - 19-07,98.29,2,117,115
WAKE - 19-09,WAKE - 19-09,100.0,1,120,120
WAKE - 19-11,WAKE - 19-11,100.0,1,67,67
WAKE - 19-13,WAKE - 19-06,96.36,2,55,53
WAKE - 19-14,WAKE - 19-06,100.0,1,50,50
WAKE - 19-15,WAKE - 19-06,100.0,1,76,76
WAKE - 19-16,WAKE - 19-08,100.0,1,58,58
WAKE - 19-17,WAKE - 19-08,98.8,2,83,82
WAKE - 19-18,WAKE - 19-10,100.0,1,57,57
WAKE - 19-20,WAKE - 19-04,100.0,1,55,55
WAKE - 19-21,WAKE - 19-04,98.78,2,82,81
WAKE - 19-22,WAKE - 19-12,100.0,1,72,72
WAKE - 19-23,WAKE - 19-12,99.21,2,126,125
WAKE - 19-24,WAKE - 19-10,100.0,1,65,65
WAKE - 19-25,WAKE - 19-10,100.0,1,52,52
WAKE - 20-01,WAKE - 20-01,100.0,1,124,124
WAKE - 20-03,WAKE - 20-03,100.0,1,97,97
WAKE - 20-04,WAKE - 20-04,98.48,2,66,65
WAKE - 20-05,WAKE - 20-05,95.92,3,49,47
WAKE - 20-06A,WAKE - 20-06,98.46,2,130,128
WAKE - 20-06B,WAKE - 20-06,100.0,1,50,50
WAKE - 20-08,WAKE - 20-08,100.0,1,93,93
WAKE - 20-09,WAKE - 20-09,100.0,1,56,56
WAKE - 20-10,WAKE - 20-10,92.59,2,27,25
WAKE - 20-11,WAKE - 20-07,100.0,1,103,103
WAKE - 20-12,WAKE - 20-07,93.09,2,188,175
WAKE - 20-15,WAKE - 20-02,94.44,2,144,136
WAKE - 20-17,WAKE - 20-02,100.0,1,123,123
WAKE - 20-18,WAKE - 20-02,100.0,1,87,87
WAKE - 20-19,WAKE - 20-02,91.58,2,95,87
WAKE - 20-20,WAKE - 20-02,99.06,2,106,105
WARREN - 001,WARREN - RIVER,96.67,2,60,58
WARREN - 002,WARREN - SIXPOUND,100.0,1,68,68
WARREN - 003,WARREN - HAWTREE,100.0,1,68,68
WARREN - 004,WARREN - SMITH CREEK,100.0,1,42,42
WARREN - 005,WARREN - NUTBUSH,100.0,1,78,78
WARREN - 006,WARREN - SANDY CREEK,100.0,1,45,45
WARREN - 007,WARREN - SHOCCO,100.0,1,20,20
WARREN - 008,WARREN - FISHING CREEK,82.26,2,62,51
WARREN - 009,WARREN - JUDKINS,85.71,5,42,36
WARREN - 010,WARREN - WARRENTON WEST,100.0,1,63,63
WARREN - 011,WARREN - FORK,100.0,1,24,24
WARREN - 012,WARREN - ROANOKE,100.0,1,49,49
WARREN - 013,WARREN - NORLINA,100.0,1,53,53
WARREN - 014,WARREN - WARRENTON EAST,100.0,1,58,58
WASHINGTON - LM,WASHINGTON - LEES MILL,99.32,2,148,147
WASHINGTON - P1,WASHINGTON - PLYMOUTH 1,100.0,1,65,65
WASHINGTON - P2,WASHINGTON - PLYMOUTH 2,100.0,1,69,69
WASHINGTON - P3,WASHINGTON - PLYMOUTH 3,100.0,1,81,81
WASHINGTON - SC,WASHINGTON - SCUPPERNONG,100.0,1,102,102
WASHINGTON - SK,WASHINGTON - SKINNERSVILLE,98.97,2,97,96
WATAUGA - 01,WATAUGA - BALD MOUNTAIN,91.84,4,49,45
WATAUGA - 02,WATAUGA - BEAVER DAM,94.03,3,67,63
WATAUGA - 03,WATAUGA - BLOWING ROCK,96.39,5,194,187
WATAUGA - 04,WATAUGA - BLUE RIDGE,91.07,5,112,102
WATAUGA - 05,WATAUGA - BOONE 1,97.06,2,34,33
WATAUGA - 06,WATAUGA - BOONE 2,100.0,1,29,29
WATAUGA - 07,WATAUGA - BRUSHY FORK,93.52,5,108,101
WATAUGA - 08,WATAUGA - COVE CREEK,91.0,3,100,91
WATAUGA - 09,WATAUGA - ELK,97.62,2,42,41
WATAUGA - 10,WATAUGA - LAUREL CREEK,94.74,3,76,72
WATAUGA - 11,WATAUGA - MEAT CAMP,98.0,2,100,98
WATAUGA - 12,WATAUGA - BOONE 3,100.0,1,15,15
WATAUGA - 13,WATAUGA - NEW RIVER 1,100.0,1,58,58
WATAUGA - 14,WATAUGA - NEW RIVER 2,92.59,5,108,100
WATAUGA - 15,WATAUGA - NEW RIVER 3,97.41,3,116,113
WATAUGA - 16,WATAUGA - NORTH FORK,94.12,2,17,16
WATAUGA - 17,WATAUGA - SHAWNEEHAW,95.45,3,44,42
WATAUGA - 18,WATAUGA - STONY FORK,94.23,6,104,98
WATAUGA - 19,WATAUGA - WATAUGA,99.48,2,194,193
WATAUGA - 20,WATAUGA - BEECH MOUNTAIN,96.15,3,78,75
WAYNE - 01,WAYNE - 01,99.47,2,189,188
WAYNE - 02,WAYNE - 02,94.34,4,106,100
WAYNE - 03,WAYNE - 03,98.7,2,77,76
WAYNE - 04,WAYNE - 04,99.34,2,151,150
WAYNE - 05,WAYNE - 05,98.84,2,86,85
WAYNE - 06,WAYNE - 06,100.0,1,56,56
WAYNE - 07,WAYNE - 07,97.75,3,89,87
WAYNE - 08,WAYNE - 08,98.7,2,77,76
WAYNE - 09,WAYNE - 09,99.07,2,108,107
WAYNE - 10,WAYNE - 10,99.39,2,164,163
WAYNE - 11,WAYNE - 11,98.89,2,90,89
WAYNE - 12,WAYNE - 12,100.0,1,82,82
WAYNE - 13,WAYNE - 13,98.68,2,76,75
WAYNE - 14,WAYNE - 14,100.0,1,91,91
WAYNE - 15,WAYNE - 15,96.75,3,154,149
WAYNE - 16,WAYNE - 16,95.6,2,91,87
WAYNE - 17,WAYNE - 17,100.0,1,163,163
WAYNE - 18,WAYNE - 18,98.98,2,98,97
WAYNE - 1920,WAYNE - 19,57.69,2,130,75
WAYNE - 21,WAYNE - 21,100.0,1,84,84
WAYNE - 22,WAYNE - 22,94.23,3,52,49
WAYNE - 23,WAYNE - 23,100.0,1,105,105
WAYNE - 24,WAYNE - 24,97.75,3,89,87
WAYNE - 2530,WAYNE - 25,50.0,4,278,139
WAYNE - 26,WAYNE - 26,100.0,1,89,89
WAYNE - 27,WAYNE - 27,100.0,1,54,54
WAYNE - 28,WAYNE - 28,94.44,5,108,102
WAYNE - 29,WAYNE - 29,100.0,1,87,87
WILKES - 101,WILKES - ANTIOCH,100.0,1,68,68
WILKES - 102,WILKES - BOOMER,94.87,2,78,74
WILKES - 103,WILKES - BRUSHY MOUNTAIN,94.12,2,34,32
WILKES - 104,WILKES - CRICKET,98.08,2,52,51
WILKES - 105,WILKES - EDWARDS 1,100.0,1,69,69
WILKES - 106,WILKES - EDWARDS 2,100.0,1,55,55
WILKES - 107,WILKES - EDWARDS 3,96.49,2,114,110
WILKES - 108,WILKES - FAIRPLAINS,95.0,3,80,76
WILKES - 109,WILKES - FERGUSON & MT. PLEASANT,98.48,2,66,65
WILKES - 111,WILKES - MILLERS CREEK,94.83,2,58,55
WILKES - 112,WILKES - MORAVIAN FALLS,98.9,2,91,90
WILKES - 113A,WILKES - FERGUSON & MT. PLEASANT,72.54,3,193,140
WILKES - 114,WILKES - MULBERRY 1,94.44,3,54,51
WILKES - 115A,WILKES - MULBERRY,98.77,2,81,80
WILKES - 117,WILKES - NEW CASTLE,98.57,2,70,69
WILKES - 118,WILKES - NORTH WILKESBORO,99.52,2,207,206
WILKES - 119,WILKES - REDDIES RIVER,99.0,2,100,99
WILKES - 120A,WILKES - ROCK CREEK 2,55.71,4,70,39
WILKES - 122,WILKES - SOMERS,92.42,5,66,61
WILKES - 123A,WILKES - TRAPHILL 1,49.62,4,131,65
WILKES - 125,WILKES - UNION,92.31,3,65,60
WILKES - 126,WILKES - WALNUT GROVE,94.12,4,85,80
WILKES - 127,WILKES - WILKESBORO 1,96.99,2,133,129
WILKES - 128,WILKES - WILKESBORO 2,100.0,1,125,125
WILKES - 129,WILKES - WILKESBORO 3,96.3,3,81,78
WILSON - PRBL,WILSON - BLACK CREEK,100.0,1,186,186
WILSON - PRCR,WILSON - CROSSROADS,99.27,2,137,136
WILSON - PRGA,WILSON - GARDNERS,98.51,2,67,66
WILSON - PROL,WILSON - OLDFIELDS,99.57,2,230,229
WILSON - PRSA,WILSON - SARATOGA,98.75,2,80,79
WILSON - PRSP,WILSON - SPRING HILL,100.0,1,97,97
WILSON - PRST,WILSON - STANTONSBURG,100.0,1,98,98
WILSON - PRTA,WILSON - TAYLORS,95.71,4,140,134
WILSON - PRTO,WILSON - TOISNOT,100.0,1,231,231
WILSON - PRWA,WILSON - WILSON A,100.0,1,56,56
WILSON - PRWB,WILSON - WILSON B,99.01,2,101,100
WILSON - PRWC,WILSON - WILSON C,100.0,1,52,52
WILSON - PRWD,WILSON - WILSON D,100.0,1,65,65
WILSON - PRWE,WILSON - WILSON E,100.0,1,63,63
WILSON - PRWH,WILSON - WILSON H,100.0,1,85,85
WILSON - PRWI,WILSON - WILSON I,98.91,2,92,91
WILSON - PRWJ,WILSON - WILSON J,100.0,1,96,96
WILSON - PRWK,WILSON - WILSON K,100.0,1,37,37
WILSON - PRWL,WILSON - WILSON L,87.5,3,48,42
WILSON - PRWM,WILSON - WILSON M,100.0,1,97,97
WILSON - PRWN,WILSON - WILSON N,100.0,1,70,70
WILSON - PRWP,WILSON - WILSON P,96.77,2,31,30
WILSON - PRWQ,WILSON - WILSON Q,100.0,1,52,52
WILSON - PRWR,WILSON - WILSON F,78.1,2,137,107
YADKIN - BNVL,YADKIN - BOONVILLE,100.0,1,125,125
YADKIN - DCRK,YADKIN - DEEP CREEK,95.89,2,73,70
YADKIN - EBND,YADKIN - EAST BEND,100.0,1,70,70
YADKIN - FBSH,YADKIN - FORBUSH,98.48,2,66,65
YADKIN - NBCK,YADKIN - BUCK SHOALS NORTH,100.0,1,80,80
YADKIN - NFAL,YADKIN - FALL CREEK NORTH,100.0,1,41,41
YADKIN - NKNB,YADKIN - KNOBS NORTH,100.0,1,150,150
YADKIN - NLIB,YADKIN - LIBERTY NORTH,100.0,1,141,141
YADKIN - SBCK,YADKIN - BUCK SHOALS SOUTH,100.0,1,57,57
YADKIN - SFAL,YADKIN - FALL CREEK SOUTH,100.0,1,41,41
YADKIN - SKNB,YADKIN - KNOBS SOUTH,100.0,1,50,50
YADKIN - SLIB,YADKIN - LIBERTY SOUTH,89.29,4,56,50
YANCEY - 01 BUR,YANCEY - BURNSVILLE,96.72,3,122,118
YANCEY - 02 CAN,YANCEY - CANE RIVER,85.71,3,42,36
YANCEY - 03 EGY,YANCEY - EGYPT,100.0,1,48,48
YANCEY - 04 RAM,YANCEY - RAMSEYTOWN,100.0,1,36,36
YANCEY - 05 GRE,YANCEY - GREEN MOUNTAIN,100.0,1,17,17
YANCEY - 06 JAC,YANCEY - JACKS CREEK,97.44,2,39,38
YANCEY - 07 BRU,YANCEY - BRUSH CREEK,95.45,2,22,21
YANCEY - 08 CRA,YANCEY - CRABTREE,94.74,4,76,72
YANCEY - 09 SOU,YANCEY - SOUTH TOE,97.62,2,84,82
YANCEY - 10 PEN,YANCEY - PENSACOLA,97.37,2,38,37
YANCEY - 11 PRI,YANCEY - PRICES CREEK,100.0,1,62,62
